date,startup_name,industry_vertical,subvertical,city_location,investors_name,investmentntype,amount_in_usd,year,month
2018-08-03,Pepperfry,Consumer Internet,Online Furniture Shopping Store,Mumbai,State Street Global Advisors,Private Equity,38400000.0,2018.0,8.0
2018-08-03,Magicpin,Consumer Internet,Hyperlocal Discovery,Gurugram,Trifecta Capital,Debt Funding,1000000.0,2018.0,8.0
2018-12-03,HealthCare,Consumer Internet,Healthcare Aggregator,Mumbai,HR Fund,Seed / Angel Funding,1000000.0,2018.0,12.0
2018-01-02,BigBasket,Consumer Internet,Online Grocery & Food Store,Bangalore,"Alibaba, Helion Venture Partners, Bessemer Venture Partners, Ascent Capital",Private Equity,300000000.0,2018.0,1.0
2018-01-02,Zomato,Food and Beverages,Food Ordering and Restaurant Discovery,Gurugram,Ant Financials,Private Equity,200000000.0,2018.0,1.0
2018-05-02,Pratilipi,Publishing,E-Publishing,Bangalore,Omidyar Network,Private Equity,4300000.0,2018.0,5.0
2018-05-02,Asia Institute Of Medical Science,Healthcare,Super-specialty Hospital,Faridabad,CDC Group Plc,Private Equity,21000000.0,2018.0,5.0
2018-05-02,CollegeDekho,Consumer Internet,Online platform for Higher Education Services,Gurugram,"Man Capital LLP, Girnar Software, Others",Private Equity,2000000.0,2018.0,5.0
2018-06-02,Foodmemories,Consumer Internet,Online Food Marketplace,Ahemdabad,"Bhavesh Manglani, Suraj Saharan, Darshan Upadhyay, Sanjay Notani & Others",Seed funding,,2018.0,6.0
2018-06-02,Healthi,Healthcare,Preventive Health Checkup,Bangalore,Montane Ventures,Private Equity,3100000.0,2018.0,6.0
2018-07-02,Swiggy,Food and Beverages,Online Food Delivery,Bangalore,Naspers,Private Equity,100000000.0,2018.0,7.0
2018-08-02,Shape,Healthcare,"Online Portal for Diet,fitness and Beauty",Pune,Sandeep Mathur,Seed / Angle Funding,100000000.0,2018.0,8.0
2018-08-02,Icertis,Consumer Internet,Enterprise Contract Management Platform,Pune,Meritech Capital Partners,Private Equity,50000000.0,2018.0,8.0
2018-09-02,healthifyme,Healthcare,Mobile Weight Loss Coach,Bangalore,Sistema Asia Fund,Private Equity,12000000.0,2018.0,9.0
2018-09-02,MedTel,Healthcare,Virtual health clinics,Bhubaneswar,British and Indian Governments,Private Equity,,2018.0,9.0
2018-09-02,Rupeek,Consumer Internet,Online Gold Loan,Bangalore,"Accel Partners, Sequoia Capital",Private Equity,6830000.0,2018.0,9.0
2018-09-02,WebEngage,Technology,Marketing Cloud for consumer businesses,Mumbai,Social Capital,Private Equity,,2018.0,9.0
2018-12-02,Lendingkart,Finance,Online Lending Platform,Bangalore,Fullerton Financial Holdings Pte Ltd & Others,Private Equity,87000000.0,2018.0,12.0
2018-12-02,Wydr,Consumer Internet,B2B Marketplace,Gurugram,"Bessemer Venture Partners, Stellaris Venture Partners, Axis Capital, Singapore, Jungle Venture Partners",Private Equity,,2018.0,12.0
2018-12-02,Cashify,E-Commerce,Online Selling,Gurugram,Trifecta Capital,Debt Funding,935089.0,2018.0,12.0
2018-02-01,CleverTap,Technology,Mobile App Analytics,Mumbai,"Recruit Holdings, Sequoia Capital India, Accel Partners",Angel / Seed Funding,,2018.0,2.0
2018-04-01,EarlySalary,Finance,Online Lending,Pune,Eight Roads Ventures India,Private,15700000.0,2018.0,4.0
2018-05-01,WOTU,E-commerce,Food and Beverages,Bangalore,"Claris Capital, Mumbai Angels Network",Angel / Seed Funding,,2018.0,5.0
2018-08-01,DAAKI,E-commerce,Sports Nutrition Supplement etailer,Bangalore,Rohan Agila,Angel / Seed Funding,,2018.0,8.0
2018-09-01,Lendingkart,Finance,Online Lending,Ahmedabad,Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden N.V.,Debt Funding,4700000.0,2018.0,9.0
2018-09-01,Kinsane Entertainment Inc,Entertainment,Digital Entertainment for Children,Mumbai,Undisclosed,Seed/Angel Funding,2500000.0,2018.0,9.0
2018-10-01,Tapzo,Technology,Personal Assistant,Bangalore,RuNet & Other,Private Equity,1930000.0,2018.0,10.0
2018-10-01,Appario Retail Pvt Ltd.,E-commerce,Retail,Delhi,Amazon-Patni JV,Private Equity,18840000.0,2018.0,10.0
2018-10-01,Samunnati,Finance,Agricultural Loan,Chennai,"responsAbility, Elevar Equity and Accel Partners",Private Equity,23500000.0,2018.0,10.0
2018-10-01,Sahajanand Medical Technologies,Technology,Medical Devices,Surat,Morgan Stanley Private Equity Asia,Private Equity,36230000.0,2018.0,10.0
2018-12-01,Kuants,Technology,Algorithmic Trading,Gurgaon,"Pankaj Chopra, Ankush Gupta",Angel / Seed Funding,80000.0,2018.0,12.0
2018-12-01,Razorpay,Technology,Payment Gateway,Bangalore,"Tiger Global, Y Combinator",Private Equity,20000000.0,2018.0,12.0
2017-01-12,Strata Enviro,Technology,IoT based air pollution controller,Mumbai,Scale Minds,Private Equity,,2017.0,1.0
2017-05-12,Dunzo,Technology,Daily Task Management Mobile App,Bangalore,Google,Private Equity,12300000.0,2017.0,5.0
2017-05-12,Tata Housing,Real Estate,Residential Project,Mumbai,Hines,Private Equity,23000000.0,2017.0,5.0
2017-05-12,HandyTrain,Technology,Mobile Learning Management Platform,Goa,NB Ventures,Private Equity,1000000.0,2017.0,5.0
2017-05-12,Mobycy,Technology,Bicycle sharing Platform,Gurgaon,Undisclosed Investors,Seed/Angel Funding,500000.0,2017.0,5.0
2017-06-12,Greenlight Planet,Technology,Off-grid solar products platform,Mumbai,"Apis Partner, Eight Roads Ventures, Bamboo Capital Partners",Private Equity,60000000.0,2017.0,6.0
2017-06-12,Fintobox,Technology,Child Learning & Development Platform,Chennai,Lightbox,Private Equity,7000000.0,2017.0,6.0
2017-07-12,Mswipe,Technology,Mobile point of sale services provider,Mumbai,Eduardo Saverin,Private Equity,10000000.0,2017.0,7.0
2017-07-12,The Label Life,E-Commerce,Home Decor and Online Fashion Portal,Mumbai,Kalpvriksh,Private Equity,3100000.0,2017.0,7.0
2017-07-12,Cygnus Hospitals,Healthcare,Super speciality Hospitals,Gurgaon,Somerset Indus Capital Ventures,Seed/Angel Funding,750000.0,2017.0,7.0
2017-07-12,eShakti,Ecommerce,"""Women\\'s Fashion Clothing Online Platform""",Chennai,IDG Ventures,Debt Funding,2300000.0,2017.0,7.0
2017-08-12,Inshorts,Technology,Mobile News Curation App,Noida,Tiger Global,Private Equity,5000000.0,2017.0,8.0
2017-11-12,Vahdam Tea,E-Commerce,Online Platform Selling Indian Tea Globally,Delhi,"Singapore Angel Network, Mumbai Angel",Private Equity,1500000.0,2017.0,11.0
2017-11-12,Logic Roots,Technology,Educational Platform to Learn Mathematics,Mumbai,Village Capital,Seed/Angel Funding,50000.0,2017.0,11.0
2017-11-12,Project Mudra,Technology,Assisting Visually Impaired to learn through Braille,Bangalore,Village Capital,Seed/Angel Funding,50000.0,2017.0,11.0
2017-11-12,Furlenco,Technology,Furniture Rental Platform,Bangalore,Aamir Khan,Debt Funding,1200000.0,2017.0,11.0
2017-12-12,I Can Stay,Technology,Hotel Aggregator Platform,Delhi,HT Media,Private Equity,1800000.0,2017.0,12.0
2017-12-12,Fracktal Works,Technology,Platform based on 3D printing and Digital Manufacturing,Bangalore,Hyderabad Angels,Seed/Angel Funding,,2017.0,12.0
2017-12-12,Simility,Technology,Adaptive Fraud Intelligence Platform,Hyderabad,Accel Partners,Private Equity,17500000.0,2017.0,12.0
2017-12-12,Shopholix,E-Commerce,Fashion and Lifestyle Coupon Platform,Gurgaon,Munesh Khanna,Seed/Angel Funding,233000.0,2017.0,12.0
2017-02-11,Prest Loans,Finance,Business & SME Loans provider,New Delhi,"Manish Poddar, Arun Garg, Parmeshwar Sharma",Seed Funding,570000.0,2017.0,2.0
2017-02-11,AadharAPI.com,Technology,Aadhaar-based API provider,Pune,CIO Angel Network,Seed Funding,,2017.0,2.0
2017-02-11,FreshBoxx,ECommerce,Online Grocery Store,Bangalore,Jayant Humbarwadi,Seed Funding,,2017.0,2.0
2017-03-11,Vagupu,Technology,Online Tutorial Marketplace,Bangalore,Undisclosed Investors,Seed Funding,1000000.0,2017.0,3.0
2017-03-11,HalaPlay,Consumer Internet,Online Fantasy Games,Mumbai,"Kae Capital Management, Nazara Technologies",Seed Funding,,2017.0,3.0
2017-03-11,Kalpnik Technologies,Technology,VR based Spiritual platform,Bangalore,Venture Catalysts,Seed Funding,500000.0,2017.0,3.0
2017-04-11,Hevo Data,Technology,Real time data analytics & reporting,Bangalore,IDG Ventures India,Private Equity,1000000.0,2017.0,4.0
2017-06-11,Smart Karma,Technology,Financial Technology Research Platform,Bangalore,IDG Ventures India,Private Equity,,2017.0,6.0
2017-06-11,Leverage Edu,ECommerce,Online platform for Higher Education Services,New Delhi,"Alok Mittal, Deepak Jain, Ritesh Malik, Jim Schimdktke",Seed Funding,,2017.0,6.0
2017-07-11,Crayon Data,Technology,Customer Engagement Platform,New Delhi,Infosys co-founder Kris Gopalakrishnan,Seed Funding,,2017.0,7.0
2017-07-11,DocTalk,Technology,Doctor Patient Communication platform,Mumbai,"Matrix Partners India, Khosla Ventures",Private Equity,5000000.0,2017.0,7.0
2017-07-11,CoveIoT,Technology,Wearable tech and Internet of Things platform,Bangalore,"Titan Co Ltd, Tata Group\\xe2\\x80\\x99s watch and jewellery retailing firm",Private Equity,5000000.0,2017.0,7.0
2017-08-11,TalentEdge,Technology,Distance Education Learning Platform,Bangalore,Lumis Partners,Private Equity,7600000.0,2017.0,8.0
2017-08-11,Fisdom,Finance,Mutual Fund Investment App,Bangalore,Quona Capital Management,Private Equity,3000000.0,2017.0,8.0
2017-08-11,FarmLink,eCommerce,Online platform for Agricultural products,Mumbai,"Pioneering Ventures, Syngenta AG",Private Equity,3000000.0,2017.0,8.0
2017-08-11,OpenApp,Technology,IoT based Tech Startup,Bangalore,"Axilor Ventures, Kumar Vembu",Private Equity,3600000.0,2017.0,8.0
2017-09-11,NoPaperForms,Technology,Enrolment Management Platform,Delhi,Info Edge,Seed Funding,872000.0,2017.0,9.0
2017-09-11,Tilite Technologies Pvt. Ltd,Technology,Saas based Corporate Travel Management Solution,Bangalore,Matrix Partners,Seed Funding,,2017.0,9.0
2017-09-11,Mobiliz AR,Technology,Augmented Reality based Tech platform,Bangalore,"IDG Ventures, IDFC-Parampara Fund",Private Equity,,2017.0,9.0
2017-10-11,Qubole,Technology,Big Data based analytics platform,Bangalore,"Singtel, Innov8, Harmony Partners",Private Equity,25000000.0,2017.0,10.0
2017-10-11,Happily Unmarried,ECommerce,Online Gifting platform,Nw Delhi,Wipro Consumer Care,Private Equity,,2017.0,10.0
2017-03-10,ChqBook,Consumer Internet,Home Loans Aggregation platform,Gurgaon,"Startup Buddy, Apurva Chamaria,Sachin Arora, Bharat Gupta, Amit Manocha",Seed Funding,,2017.0,3.0
2017-03-10,HomeCapital,Consumer Internet,Home Loan Down payment assistance program,Mumbai,Venture Catalysts,Seed Funding,,2017.0,3.0
2017-03-10,Ola Cabs,Consumer Internet,App based cab hailing services,Bangalore,"Tencent, Softbank Group",Private Equity,110000000.0,2017.0,3.0
2017-04-10,Elanic,Consumer Internet,P2P platform for Fashion sales,Bangalore,Digital Garage,Seed Funding,,2017.0,4.0
2017-04-10,CollPoll,Consumer Internet,Education collaboration platform,Bangalore,Sprout Angels,Seed Funding,306000.0,2017.0,4.0
2017-04-10,PhonePe,Consumer Internet,Digital Wallet,Bangalore,Flipkart,Private Equity,38700000.0,2017.0,4.0
2017-05-10,Little Black Book,Consumer Internet,Local Recommendations and Discoveries Platform,New Delhi,"Blume Ventures, IDG Ventures & Indian Angel Network",Private Equity,1000000.0,2017.0,5.0
2017-05-10,Oorjan,Technology,rooftop solar platform,Mumbai,Globevestor,Seed Funding,450000.0,2017.0,5.0
2017-05-10,Zefo,ECommerce,Ecommerce Portal for Used Goods,Bangalore,"Sequoia India, Helion Venture Partners, Beenext",Private Equity,9200000.0,2017.0,5.0
2017-06-10,Yaantra,ECommerce,Mobile repair and Refurbishment platform,New Delhi,Carpediem Capital,Private Equity,3100000.0,2017.0,6.0
2017-06-10,Farm Taaza,Technology,Fresh Produce SCM company,Bangalore,"Epsilon Venture Partners, Tara India Fund IV and others",Private Equity,8000000.0,2017.0,6.0
2017-06-10,Drivezy,Consumer Internet,Self Drive car and bike rental platform,Bangalore,"Das Capital, Axan Partners, Das Capital and IT Farm",Private Equity,10000000.0,2017.0,6.0
2017-06-10,Slice Pay,Consumer Internet,Student Micro-financing platform,Bangalore,"Das Capital, Simile Ventures",Private Equity,2000000.0,2017.0,6.0
2017-09-10,Agrowave,Technology,Agriculture Supply Chain management solutions,Gurgaon,Daffodil Software,Seed Funding,,2017.0,9.0
2017-09-10,MyGubbi,eCommerce,Home Interior Designing Seller,Bangalore,"Firoze Irani, Vipul Parekh, Ananda Kallugadde, Rajesh K Murthy",Private Equity,2700000.0,2017.0,9.0
2017-09-10,IBSFintech,Technology,Treasury Risk Management Solution,Bangalore,Shailesh Haribhakti,Seed Funding,,2017.0,9.0
2017-09-10,Letsservice,Consumer Internet,Auto Service Logistics & SAAS platform,Bangalore,Aequs Group,Private Equity,,2017.0,9.0
2017-09-10,OneStepUp,Technology,Education Technology platform,New Delhi,Orient BlackSwan,Seed Funding,336000.0,2017.0,9.0
2017-09-10,ThirdWatch,Technology,AI-powered anti-fraud solutions,Gurgaon,"Rahul Agarwalla, Keshav Sanghi, Batlivala & Karani Securities",Seed Funding,,2017.0,9.0
2017-10-10,Parallel Dots,Technology,AI-powered deep learning solutions,Gurgaon,"Multipoint Capital,",Private Equity,1400000.0,2017.0,10.0
2017-10-10,Easy Diner,Consumer Internet,online restaurant reservation platform,Gurgaon,Saama Capital and DSG Consumer Partners,Private Equity,4500000.0,2017.0,10.0
2017-11-10,Meesho,ECommerce,Online Reseller Network,Bangalore,"SAIF Partners, YCombinator, Venture Highway",Private Equity,3100000.0,2017.0,11.0
2017-11-10,StanPlus,Logistics,Medical Transportation Services,Hyderabad,KStart Capital,Private Equity,1100000.0,2017.0,11.0
2017-12-10,UCLID,Technology,"Education Network for Institutions, teachers & Students",Hyderabad,Undisclosed investors,Seed Funding,235000.0,2017.0,12.0
2017-01-09,Aahaa Stores,eCommece,Online B2B store for office supplies,Chennai,YourNest Angel Fund,Private Equity,1000000.0,2017.0,1.0
2017-01-09,MFine,Consumer Internet,Online Doctor Discovery platform,Bangalore,"Stellaris Venture Partners, Mayur Abhaya, Rohit MA",Private Equity,1500000.0,2017.0,1.0
2017-01-09,Canvera,Consumer Internet,Online Photography platform,Mumbai,InfoEdge,Private Equity,1300000.0,2017.0,1.0
2017-04-09,PrimaryIO,Technology,Application Performance Acceleration,Pune,"Accel Partners, Exfinity Ventures, Partech Ventures",Private Equity,5600000.0,2017.0,4.0
2017-05-09,Shubh Loans,Consumer Internet,online lending platform,Bangalore,"SRI Capital, BeeNext, Pravega Ventures",Private Equity,1500000.0,2017.0,5.0
2017-05-09,Nest Education,Technology,EduTech Platform,Gurgaon,"Michael and Susan Dell Foundation, Anand Mahindra",Seed Funding,600000.0,2017.0,5.0
2017-06-09,Lending Kart,Consumer Internet,Online Lending Platform,Ahmedabad,"Bertelsmann India, Mayfield Capital, Saama Capital, Darrin Capital",Private Equity,10750000.0,2017.0,6.0
2017-06-09,GoFro,Consumer Internet,Online travel booking platform,New Delhi,"HIS Co. Ltd, MakeMyTrip",Private Equity,10000000.0,2017.0,6.0
2017-06-09,OncoStem,Healthcare,Medical Diagnostic Solutions,Bangalore,"Sequoia Capital India, Artiman Ventures",Private Equity,6000000.0,2017.0,6.0
2017-06-09,Power2SME,eCommerce,Buying Club for Small Businesses,Gurgaon,"International Finance Corporation (IFC), Inventus Capital Partners, Accel Partners, Kalaari Capital, and Nandan Nilekani,",Private Equity,26000000.0,2017.0,6.0
2017-07-09,Credit Vidya,Consumer Internet,Online Credit scoring platform,Mumbai,Matrix Partners,Private Equity,5000000.0,2017.0,7.0
2017-07-09,Tails Life,Consumer Internet,Pet care portal & mobile app,Bangalore,V Balakrishnan.,Private Equity,,2017.0,7.0
2017-07-09,OYO Rooms,Consumer Internet,Branded budget hotels marketplace,Gurgaon,"SoftBank Group, Sequoia Capital India, Lightspeed Venture Partners, Greenoaks Capital, Hero Enterprise",Private Equity,250000000.0,2017.0,7.0
2017-07-09,Early Salary,Consumer Internet,Online Unsecured Lending platform,Pune,IFMR Capital,Debt Funding,780000.0,2017.0,7.0
2017-07-09,MamaEarth,eCommerce,online babycare products marketplace,Gurgaon,Fireside Ventures,Seed Funding,,2017.0,7.0
2017-07-09,Seniority,eCommerce,Ecommerce portal for senior citizens,Pune,RPG Enterprises,Private Equity,1000000.0,2017.0,7.0
2017-08-09,AYE Finance,Consumer Internet,Micro Lending Platform,New Delhi,"Triodos Investment Management,",Debt Funding,6900000.0,2017.0,8.0
2017-08-09,Farmizen,Technology,Agre-Tech Mobile app,Bangalore,"Venture Highway, Alok Mittal, Mohit Agarwal, Anuj Gupta,",Seed Funding,,2017.0,8.0
2017-11-09,Ecom Express,Logistics,Logistics Solutions provider,New Delhi,Warburg Pincus,Private Equity,30000000.0,2017.0,11.0
2017-11-09,Call Health,Consumer Internet,Healthcare Services Aggregator,Hyderabad,"Sachin Tendulkar, P.V SIndhu, Pullela Gopichand",Private Equity,6200000.0,2017.0,11.0
2017-12-09,Sattviko,eCommerce,Health Food etailer,New Delhi,"Raman Roy, Arvind Uppal, Sonu Bhasin, G Ravishankar",Seed Funding,,2017.0,12.0
2017-12-09,3HCare,Consumer Internet,Healthcare services portal,New Delhi,Undisclosed Investor,Seed Funding,100000.0,2017.0,12.0
2017-12-09,Tonbo Imaging,Technology,Imaging Technology for Armed Forces,Bangalore,"WRV Capital, Qualcomm Ventures, Edelweiss Private Equity, Artiman Ventures",Private Equity,17000000.0,2017.0,12.0
2017-12-09,Get My Parking,Consumer Internet,Smart Parking Enabler,New Delhi,"IAN Fund, Beenext, Indian Angel Network",Private Equity,3000000.0,2017.0,12.0
2017-01-08,TouchKin,Technology,Predictive Care Platform,Bangalore,Kae Capital,Private Equity,1300000.0,2017.0,1.0
2017-02-08,Ethinos,Technology,Digital Marketing Agency,Mumbai,Triton Investment Advisors,Private Equity,,2017.0,2.0
2017-02-08,Leverage Edu,Consumer Internet,Online platform for Higher Education Services,New Delhi,"Kashyap Deorah, Anand Sankeshwar, Deepak Jain, Sadashiva NT, Arjun Mehta, Satish Kaul, Anindya Ghose",Seed Funding,,2017.0,2.0
2017-02-08,Zepo,Consumer Internet,DIY Ecommerce platform,Mumbai,"Kunal Shah, LetsVenture, Anupam Mittal, Hetal Sonpal",Seed Funding,500000.0,2017.0,2.0
2017-02-08,Click2Clinic,Consumer Internet,healthcare service aggregator,Hyderabad,"Narottam Thudi, Shireesh Palle",Seed Funding,850000.0,2017.0,2.0
2017-03-08,SpeedBox,Logistics,On-Demand Logistics Service provider,Mumbai,Cismat Cargo Services Pvt. Ltd.,Seed Funding,300000.0,2017.0,3.0
2017-03-08,Skill Connect,Consumer Internet,Recruitment Portal,Jaipur,Rajasthan Angel Investor Network,Seed Funding,,2017.0,3.0
2017-03-08,Chai Point,Consumer Internet,Tea Delivery Portal & offline stores,Bangalore,"DSG Consumer Partners, Eight Roads Ventures India",Private Equity,,2017.0,3.0
2017-03-08,Zoctr,Consumer Internet,Health Products & Services Aggregator,Mumbai,SIDBI,Private Equity,,2017.0,3.0
2017-04-08,Lime Tray,Technology,Restaurant Management Solutions,New Delhi,JSW Ventures,Private Equity,,2017.0,4.0
2017-04-08,CoutLoot,eCommerce,Fashion Resale Marketplace,Mumbai,"Anuj Puri, Redcliffe Capital, Artha India Ventures, Siddharth Kothari, Apoorv Ranjan Sharma,",Seed Funding,,2017.0,4.0
2017-04-08,Box My Space,Logistics,Warehouse Aggregator,Mumbai,"R. Jayakumar, Vaibhav Vohra, Aditya Vazirani, Rhea Vazirani, AVN Business Solutions, Dreamweaver Investments",Seed Funding,,2017.0,4.0
2017-05-08,Curatio,Healthcare,Skincare Speciality services,Chennai,Anicut Capital,Private Equity,,2017.0,5.0
2017-08-08,New Castle Technologies,Technology,Hospital Management Software,Chennai,Undisclosed investors,Seed Funding,243000.0,2017.0,8.0
2017-08-08,My Forex Eye,Consumer Internet,foreign exchange services,New Delhi,"Rahul Dev Kumar, Rajesh Mahajan, Ankit Sharma and others",Seed Funding,220000.0,2017.0,8.0
